"100bp_paired" "50bp_paired" "100bp_single" "50bp_single"
"290" "BnaC03g00240D" "BnaC09g39460D" "BnaC03g08930D" "BnaC02g06120D"
"291" "BnaA10g27390D" "BnaC08g44760D" "BnaC02g02430D" "BnaAnng11460D"
"292" "BnaC03g01760D" "BnaC08g45380D" "BnaCnng25310D" "BnaC03g02030D"
"293" "BnaC06g18110D" "BnaC09g02930D" "BnaCnng41690D" "BnaA07g35410D"
"294" "BnaC02g01440D" "BnaC08g44710D" "BnaCnng42830D" "BnaC01g22800D"
"295" "BnaC03g01750D" "BnaC01g00760D" "BnaA05g07310D" "BnaC08g44820D"
"296" "BnaC03g00530D" "BnaC03g48550D" "BnaC01g38600D" "BnaC06g18110D"
"297" "BnaA09g31270D" "BnaC03g04500D" "BnaA06g20500D" "BnaCnng64520D"
"298" "BnaC04g22580D" "BnaA09g01220D" "BnaA01g05300D" "BnaCnng18930D"
"299" "BnaC05g46160D" "BnaCnng42620D" "BnaC03g00340D" "BnaA10g27430D"
"300" "BnaC03g71010D" "BnaC01g38600D" "BnaC03g01750D" "BnaC03g05220D"
"301" "BnaA09g01630D" "BnaA05g31340D" "BnaCnng10160D" "BnaC08g00310D"
"302" "BnaC06g40700D" "BnaC02g01270D" "BnaC03g71100D" "BnaC08g43600D"
"303" "BnaA07g02950D" "BnaCnng02760D" "BnaA10g27270D" "BnaA09g00970D"
"304" "BnaCnng41700D" "BnaC05g48910D" "BnaCnng40390D" "BnaUnng01760D"
"305" "BnaCnng68220D" "BnaA10g27500D" "BnaCnng03100D" "BnaA09g00960D"
"306" "BnaA09g06810D" "BnaC02g06020D" "BnaC04g54820D" "BnaC08g20420D"
"307" "BnaC01g36030D" "BnaC05g32640D" "BnaC01g36150D" "BnaC03g08930D"
"308" "BnaC04g39410D" "BnaC09g01810D" "BnaC08g44760D" "BnaC03g67430D"
"309" "BnaCnng03090D" "BnaC01g35930D" "BnaC04g03360D" "BnaCnng03190D"
"310" "BnaCnng10250D" "BnaAnng02130D" "BnaC08g00310D" "BnaA09g49800D"
"311" "BnaC07g13080D" "BnaC03g01450D" "BnaAnng18930D" "BnaCnng03850D"
"312" "BnaA09g00960D" "BnaC06g25090D" "BnaC01g00760D" "BnaC08g44220D"
"313" "BnaC09g01810D" "BnaC02g39680D" "BnaC09g03120D" "BnaC08g43560D"
"314" "BnaA03g44090D" "BnaA09g23910D" "BnaC02g01270D" "BnaC02g00060D"
"315" "BnaCnng03210D" "BnaC08g25080D" "BnaCnng03220D" "BnaA03g43580D"
"316" "BnaCnng19130D" "BnaC02g06980D" "BnaA02g04220D" "BnaA05g31340D"
"317" "BnaC04g17000D" "BnaCnng03220D" "BnaC08g50180D" "BnaA06g03320D"
"318" "BnaC01g35930D" "BnaC03g02030D" "BnaA09g01240D" "BnaC02g06010D"
"319" "BnaA10g27350D" "BnaA04g06410D" "BnaCnng42620D" "BnaC02g01620D"
"320" "BnaC03g05040D" "BnaC02g05310D" "BnaC06g25090D" "BnaC02g03000D"
"321" "BnaC02g26350D" "BnaA06g20020D" "BnaC02g42890D" "BnaCnng39840D"
"322" "BnaA06g17770D" "BnaC02g02850D" "BnaCnng23250D" "BnaC03g70430D"
"323" "BnaC03g48550D" "BnaC08g44750D" "BnaC09g01650D" "BnaC01g36150D"
"324" "BnaA09g00810D" "BnaC02g42560D" "BnaC08g44820D" "BnaC08g44970D"
"325" "BnaAnng29440D" "BnaC09g50680D" "BnaC08g45000D" "BnaA09g23910D"
"326" "BnaC08g25080D" "BnaCnng03760D" "BnaCnng03870D" "BnaC09g02820D"
"327" "BnaC01g01780D" "BnaCnng03850D" "BnaC03g01450D" "BnaC08g45490D"
"328" "BnaC02g01260D" "BnaA03g10960D" "BnaA03g42190D" "BnaC02g01440D"
"329" "BnaC02g34860D" "BnaC08g45490D" "BnaA05g31340D" "BnaC02g06330D"
"330" "BnaC04g17060D" "BnaC02g05300D" "BnaA02g07650D" "BnaC08g44700D"
"331" "BnaC09g53260D" "BnaA09g01240D" "BnaC08g43620D" "BnaA06g14090D"
"332" "BnaCnng02760D" "BnaC03g05570D" "BnaC02g02850D" "BnaC03g71320D"
"333" "BnaC02g04910D" "BnaCnng19120D" "BnaC02g39680D" "BnaC04g53520D"
"334" "BnaA03g60050D" "BnaC08g44820D" "BnaC05g48910D" "BnaC09g00190D"
"335" "BnaC01g38370D" "BnaC02g02480D" "BnaC02g02090D" "BnaCnng50490D"
"336" "BnaC02g27110D" "BnaCnng02600D" "BnaC01g35930D" "BnaC01g01600D"
"337" "BnaA02g07650D" "BnaC02g00250D" "BnaA01g32690D" "BnaC03g05740D"
"338" "BnaA09g01240D" "BnaC02g05880D" "BnaC05g48670D" "BnaC02g05890D"
"339" "BnaC09g50160D" "BnaA03g42190D" "BnaCnng39840D" "BnaC08g44910D"
"340" "BnaA07g26160D" "BnaCnng42140D" "BnaC02g02480D" "BnaC07g15140D"
"341" "BnaC03g00320D" "BnaC05g48620D" "BnaC03g67430D" "BnaAnng37980D"
"342" "BnaC05g48670D" "BnaC05g48670D" "BnaAnng02130D" "BnaCnng03130D"
"343" "BnaA09g00840D" "BnaC02g01610D" "BnaC05g48620D" "BnaC02g05800D"
"344" "BnaC02g02850D" "BnaC09g01650D" "BnaC02g05300D" "BnaA03g32070D"
"345" "BnaC09g50670D" "BnaCnng10250D" "BnaA09g23910D" "BnaCnng62780D"
"346" "BnaA10g27500D" "BnaC02g05260D" "BnaC02g01670D" "BnaA10g27250D"
"347" "BnaC03g01340D" "BnaUnng03610D" "BnaC02g05800D" "BnaC03g08660D"
"348" "BnaA09g01600D" "BnaC02g39910D" "BnaC02g01620D" "BnaA10g27520D"
"349" "BnaA02g02140D" "BnaC03g67430D" "BnaC03g02030D" "BnaA09g52180D"
"350" "BnaC09g03320D" "BnaA07g02950D" "BnaC08g45490D" "BnaA10g27640D"
"351" "BnaCnng57250D" "BnaC03g03680D" "BnaC04g05650D" "BnaA09g52350D"
"352" "BnaA09g01610D" "BnaC02g42340D" "BnaC03g05570D" "BnaA09g00400D"
"353" "BnaC03g67430D" "BnaA09g15220D" "BnaC04g53520D" "BnaA09g01240D"
"354" "BnaA09g05160D" "BnaC03g05580D" "BnaCnng03850D" "BnaC04g17090D"
"355" "BnaA10g00930D" "BnaAnng18970D" "BnaA06g40230D" "BnaCnng68220D"
"356" "BnaA03g32070D" "BnaCnng02860D" "BnaC06g40700D" "BnaCnng03870D"
"357" "BnaC08g36460D" "BnaA03g60050D" "BnaCnng02760D" "BnaCnng20070D"
"358" "BnaC02g41620D" "BnaC09g50530D" "BnaA06g20020D" "BnaC02g02480D"
"359" "BnaC09g39520D" "BnaCnng10640D" "BnaC08g25080D" "BnaA09g01060D"
"360" "BnaC03g01710D" "BnaC06g18110D" "BnaCnng19120D" "BnaC03g05330D"
"361" "BnaA09g01040D" "BnaCnng02790D" "BnaAnng00510D" "BnaA09g01000D"
"362" "BnaC02g02560D" "BnaC08g43620D" "BnaC09g02930D" "BnaC02g02880D"
"363" "BnaA09g01060D" "BnaA02g07650D" "BnaAnng27540D" "BnaC03g01340D"
"364" "BnaC01g38480D" "BnaC09g02540D" "BnaA02g02690D" "BnaC05g48240D"
"365" "BnaCnng34180D" "BnaC07g13080D" "BnaA05g20150D" "BnaCnng10160D"
"366" "BnaCnng40680D" "BnaC03g00340D" "BnaC01g36100D" "BnaCnng23250D"
"367" "BnaC04g10550D" "BnaC03g71300D" "BnaA03g10960D" "BnaA03g60050D"
"368" "BnaAnng25950D" "BnaA10g27330D" "BnaC05g48280D" "BnaC03g01760D"
"369" "BnaC03g70710D" "BnaA09g00970D" "BnaA09g15220D" "BnaA04g05750D"
"370" "BnaC08g44330D" "BnaA10g27640D" "BnaC03g70430D" "BnaC06g33130D"
"371" "BnaC03g70430D" "BnaC03g15890D" "BnaC03g01780D" "BnaA09g01610D"
"372" "BnaC05g48600D" "BnaAnng37980D" "BnaA03g60050D" "BnaCnng45410D"
"373" "BnaC08g44480D" "BnaC06g11400D" "BnaA09g43980D" "BnaC02g02400D"
"374" "BnaA04g08860D" "BnaC03g02440D" "BnaC06g37920D" "BnaA08g09570D"
"375" "BnaC01g35980D" "BnaC04g17000D" "BnaC02g05260D" "BnaAnng04850D"
"376" "BnaC02g03120D" "BnaA09g06810D" "BnaA09g00970D" "BnaA08g04960D"
"377" "BnaC06g15900D" "BnaC02g03000D" "BnaC02g01400D" "BnaC04g39410D"
"378" "BnaC03g04670D" "BnaC03g71010D" "BnaAnng24130D" "BnaC06g40700D"
"379" "BnaC02g03470D" "BnaC09g38570D" "BnaC02g01560D" "BnaAnng13110D"
"380" "BnaCnng39840D" "BnaCnng10160D" "BnaCnng20200D" "BnaC03g02440D"
"381" "BnaCnng33770D" "BnaC03g70430D" "BnaC02g04910D" "BnaA04g06410D"
"382" "BnaC08g50140D" "BnaA03g44090D" "BnaC04g17000D" "BnaCnng05920D"
"383" "BnaC02g07400D" "BnaC02g06010D" "BnaC01g35980D" "BnaCnng20200D"
"384" "BnaCnng19120D" "BnaC02g01400D" "BnaCnng61600D" "BnaCnng34180D"
"385" "BnaC02g42890D" "BnaA10g02090D" "BnaC03g02290D" "BnaA05g07310D"
"386" "BnaC07g15140D" "BnaC05g48280D" "BnaC03g00320D" "BnaA03g22720D"
"387" "BnaA09g00770D" "BnaC03g09840D" "BnaC05g48600D" "BnaC06g41920D"
"388" "BnaC08g44910D" "BnaC04g53520D" "BnaC08g43560D" "BnaC09g00150D"
"389" "BnaC01g36340D" "BnaA09g00390D" "BnaA10g14050D" "BnaC03g77470D"
"390" "BnaC04g53520D" "BnaC02g01620D" "BnaCnng02600D" "BnaCnng03140D"
"391" "BnaC08g20420D" "BnaA09g01310D" "BnaCnng03760D" "BnaC02g01560D"
"392" "BnaC03g05740D" "BnaCnng03190D" "BnaCnng03130D" "BnaCnng02860D"
"393" "BnaAnng18970D" "BnaC02g42110D" "BnaC03g05740D" "BnaC09g53260D"
"394" "BnaC08g44900D" "BnaCnng10320D" "BnaC03g02440D" "BnaC09g39460D"
"395" "BnaC09g02930D" "BnaC01g38480D" "BnaC06g18110D" "BnaC04g03360D"
"396" "BnaC06g27580D" "BnaCnng68220D" "BnaC09g39490D" "BnaC08g45380D"
"397" "BnaC02g04960D" "BnaC03g05740D" "BnaA10g27640D" "BnaC03g71010D"
"398" "BnaC01g36100D" "BnaC04g05650D" "BnaA04g06410D" "BnaC02g01260D"
"399" "BnaC05g48910D" "BnaC09g02700D" "BnaC02g03000D" "BnaA07g02950D"
"400" "BnaC01g01660D" "BnaC02g41610D" "BnaA09g05160D" "BnaA10g27350D"
"401" "BnaCnng03840D" "BnaCnng03130D" "BnaA07g02950D" "BnaC03g09840D"
"402" "BnaA07g34760D" "BnaA09g01040D" "BnaC06g11400D" "BnaA03g25130D"
"403" "BnaC09g37110D" "BnaC03g00530D" "BnaC02g06010D" "BnaC02g03360D"
"404" "BnaCnng42140D" "BnaCnng41690D" "BnaCnng02860D" "BnaA03g52660D"
"405" "BnaC02g03070D" "BnaC02g06710D" "BnaA09g01000D" "BnaA02g19210D"
"406" "BnaA09g01310D" "BnaC01g36150D" "BnaC03g09840D" "BnaCnng03840D"
"407" "BnaCnng03770D" "BnaCnng42590D" "BnaC01g38300D" "BnaC02g07400D"
"408" "BnaC02g05870D" "BnaC03g04670D" "BnaA10g02090D" "BnaA10g27260D"
"409" "BnaCnng03130D" "BnaC01g36100D" "BnaC02g06330D" "BnaUnng03610D"
"410" "BnaC03g02850D" "BnaC06g40700D" "BnaC08g43850D" "BnaC02g06360D"
"411" "BnaA06g17100D" "BnaC02g01440D" "BnaC06g40610D" "BnaC02g03120D"
"412" "BnaC08g45380D" "BnaCnng61600D" "BnaC09g03200D" "BnaA09g43980D"
"413" "BnaC03g71260D" "BnaA09g01000D" "BnaC03g04500D" "BnaC03g01130D"
"414" "BnaCnng50490D" "BnaC09g02440D" "BnaC02g05880D" "BnaC06g11400D"
"415" "BnaC08g44460D" "BnaC08g43560D" "BnaC04g39410D" "BnaC08g44710D"
"416" "BnaA09g03870D" "BnaA07g08710D" "BnaC08g43730D" "BnaA01g05300D"
"417" "BnaC09g41160D" "BnaA10g27350D" "BnaC03g71300D" "BnaCnng10250D"
"418" "BnaA03g53680D" "BnaC04g17060D" "BnaC02g06690D" "BnaA09g05160D"
"419" "BnaA09g00940D" "BnaA09g05160D" "BnaC02g00990D" "BnaCnng33770D"
"420" "BnaA01g32690D" "BnaCnng34180D" "BnaA03g36010D" "BnaAnng29440D"
"421" "BnaA10g27270D" "BnaC08g44910D" "BnaC02g01440D" "BnaCnng03100D"
"422" "BnaCnng42580D" "BnaC03g01760D" "BnaCnng42590D" "BnaC04g10550D"
"423" "BnaA05g20150D" "BnaC02g06360D" "BnaA07g08710D" "BnaA10g27390D"
"424" "BnaC08g45580D" "BnaC04g17090D" "BnaA09g00940D" "BnaA03g53680D"
"425" "BnaCnng03850D" "BnaC02g03120D" "BnaC03g71010D" "BnaA07g35400D"
"426" "BnaC02g06560D" "BnaA02g25070D" "BnaAnng37980D" "BnaC04g17060D"
"427" "BnaA02g02690D" "BnaA09g52180D" "BnaA06g17770D" "BnaA07g23090D"
"428" "BnaC03g77470D" "BnaC08g20420D" "BnaA09g31270D" "BnaC01g38480D"
"429" "BnaC02g02400D" "BnaC03g01340D" "BnaC08g44220D" "BnaC05g48600D"
"430" "BnaC08g44710D" "BnaC04g39410D" "BnaC02g05680D" "BnaCnng03440D"
"431" "BnaC03g05580D" "BnaA10g27410D" "BnaCnng33760D" "BnaCnng02760D"
"432" "BnaC02g05510D" "BnaC08g43600D" "BnaC03g01710D" "BnaC02g05200D"
"433" "BnaA10g27330D" "BnaA09g00940D" "BnaC03g08660D" "BnaC02g42020D"
"434" "BnaC02g00250D" "BnaCnng40680D" "BnaA02g25070D" "BnaC02g01670D"
"435" "BnaC09g20070D" "BnaA10g27250D" "BnaC03g03680D" "BnaC02g01400D"
"436" "BnaA08g04960D" "BnaA06g17770D" "BnaCnng03190D" "BnaC02g03380D"
"437" "BnaC02g48340D" "BnaC02g27110D" "BnaA06g24390D" "BnaC08g44650D"
"438" "BnaC01g10400D" "BnaC09g50560D" "BnaC08g45130D" "BnaA10g20830D"
"439" "BnaC05g08160D" "BnaC09g03610D" "BnaAnng18970D" "BnaC03g02250D"
"440" "BnaAnng35930D" "BnaCnng03770D" "BnaAnng11460D" "BnaC08g45130D"
"441" "BnaA02g19210D" "BnaC01g01780D" "BnaA09g01310D" "BnaC09g50260D"
"442" "BnaA07g08710D" "BnaC03g05640D" "BnaCnng10320D" "BnaA09g01140D"
"443" "BnaC08g44690D" "BnaC02g00480D" "BnaC02g03120D" "BnaC09g28670D"
"444" "BnaC01g36150D" "BnaC09g03200D" "BnaA09g01610D" "BnaCnng10320D"
"445" "BnaC03g13060D" "BnaA10g27270D" "BnaC01g01600D" "BnaC06g40610D"
"446" "BnaA09g47230D" "BnaCnng50490D" "BnaA09g00400D" "BnaA10g27410D"
"447" "BnaC06g00560D" "BnaC06g15900D" "BnaC07g13080D" "BnaC03g05570D"
"448" "BnaCnng10320D" "BnaC09g51980D" "BnaCnng34180D" "BnaC09g50560D"
"449" "BnaC08g44880D" "BnaAnng18930D" "BnaCnng68220D" "BnaC02g00990D"
"450" "BnaA09g01140D" "BnaC02g04960D" "BnaC02g01610D" "BnaA03g44090D"
"451" "BnaC04g03360D" "BnaC03g77470D" "BnaC03g00010D" "BnaC09g41160D"
"452" "BnaC02g06630D" "BnaAnng04850D" "BnaC08g44910D" "BnaCnng10610D"
"453" "BnaA10g27640D" "BnaC01g36030D" "BnaC08g20420D" "BnaC01g38460D"
"454" "BnaC03g02860D" "BnaC09g03120D" "BnaCnng40680D" "BnaCnng10340D"
"455" "BnaC03g00010D" "BnaA09g01610D" "BnaC02g00250D" "BnaC01g36100D"
"456" "BnaC04g21920D" "BnaC09g10610D" "BnaC03g01760D" "BnaC03g00010D"
"457" "BnaC05g10260D" "BnaA08g04960D" "BnaC02g02990D" "BnaC01g38600D"
"458" "BnaA06g06110D" "BnaCnng05970D" "BnaA10g27410D" "BnaC08g25080D"
"459" "BnaC02g06710D" "BnaA02g19210D" "BnaC05g25410D" "BnaC09g39490D"
"460" "BnaC03g15140D" "BnaA06g40230D" "BnaCnng10250D" "BnaAnng35350D"
"461" "BnaCnng02610D" "BnaC02g34860D" "BnaC03g71090D" "BnaA06g17770D"
"462" "BnaC08g44440D" "BnaA03g32070D" "BnaC09g02860D" "BnaA08g24710D"
"463" "BnaCnng02790D" "BnaC08g50150D" "BnaC03g01340D" "BnaA03g35870D"
"464" "BnaA09g31190D" "BnaC03g01790D" "BnaC09g02540D" "BnaAnng01080D"
"465" "BnaC05g48620D" "BnaC08g44680D" "BnaC08g43600D" "BnaC03g01450D"
"466" "BnaC03g71100D" "BnaC09g53260D" "BnaC04g22580D" "BnaCnng29070D"
"467" "BnaA09g53610D" "BnaC09g02810D" "BnaCnng02790D" "BnaC01g38300D"
"468" "BnaCnng47240D" "BnaC03g08660D" "BnaC03g01840D" "BnaC02g02990D"
"469" "BnaCnng10370D" "BnaA10g27520D" "BnaC09g50560D" "BnaC03g03680D"
"470" "BnaC01g38300D" "BnaC08g45130D" "BnaA10g00930D" "BnaA06g26750D"
"471" "BnaA06g25790D" "BnaA09g01060D" "BnaC07g15140D" "BnaCnng40390D"
"472" "BnaCnng42620D" "BnaCnng33760D" "BnaCnng50490D" "BnaC01g34610D"
"473" "BnaA06g17370D" "BnaC02g02400D" "BnaC05g08160D" "BnaA08g27200D"
"474" "BnaA01g16010D" "BnaA06g25790D" "BnaC03g00530D" "BnaC03g01790D"
"475" "BnaC07g17910D" "BnaA06g06110D" "BnaC03g71260D" "BnaC03g02240D"
"476" "BnaA03g56270D" "BnaC03g01710D" "BnaAnng04850D" "BnaC09g00160D"
"477" "BnaC01g34610D" "BnaC04g10550D" "BnaC03g00310D" "BnaC01g24370D"
"478" "BnaC03g08220D" "BnaC02g05510D" "BnaCnng02590D" "BnaC08g45190D"
"479" "BnaCnng03730D" "BnaA09g49800D" "BnaC04g17060D" "BnaC02g02570D"
"480" "BnaC09g01920D" "BnaCnng10610D" "BnaA01g32680D" "BnaA09g00380D"
"481" "BnaC06g41920D" "BnaC03g02880D" "BnaC03g48550D" "BnaC02g02500D"
"482" "BnaC03g75960D" "BnaCnng41710D" "BnaC09g39520D" "BnaC08g28510D"
"483" "BnaAnng18020D" "BnaC02g04910D" "BnaC01g01780D" "BnaC03g30200D"
"484" "BnaC03g01020D" "BnaA10g27590D" "BnaC08g43980D" "BnaC08g41460D"
"485" "BnaAnng35350D" "BnaC01g38300D" "BnaC01g38480D" "BnaC02g37650D"
"486" "BnaA01g22000D" "BnaC03g00240D" "BnaCnng05970D" "BnaC08g36460D"
"487" "BnaA03g35870D" "BnaCnng02590D" "BnaA10g27590D" "BnaC02g04870D"
"488" "BnaC09g02680D" "BnaA07g34760D" "BnaC04g17090D" "BnaA09g00820D"
"489" "BnaA10g27260D" "BnaC02g02430D" "BnaA10g20810D" "BnaC03g00340D"
"490" "BnaC02g05730D" "BnaA05g20150D" "BnaA09g01140D" "BnaC09g50140D"
"491" "BnaCnng18930D" "BnaC01g13560D" "BnaC03g05580D" "BnaA09g18190D"
"492" "BnaC09g51980D" "BnaA09g00820D" "BnaCnng03770D" "BnaA09g01310D"
"493" "BnaC08g41430D" "BnaC02g00990D" "BnaA10g27520D" "BnaC01g38570D"
"494" "BnaCnng05920D" "BnaA09g00400D" "BnaC09g02040D" "BnaA10g20810D"
"495" "BnaC02g26930D" "BnaC03g70710D" "BnaC09g53260D" "BnaC09g01930D"
"496" "BnaA07g23090D" "BnaC02g06330D" "BnaA09g01060D" "BnaCnng03730D"
"497" "BnaC05g48290D" "BnaC09g41160D" "BnaC08g44690D" "BnaC09g02930D"
"498" "BnaC03g02490D" "BnaC06g00560D" "BnaC09g51980D" "BnaC02g00040D"
"499" "BnaA03g50730D" "BnaC08g44880D" "BnaA06g06110D" "BnaA09g00940D"
"500" "BnaA06g26750D" "BnaC03g01130D" "BnaC01g36030D" "BnaC05g24290D"
"501" "BnaA02g01820D" "BnaC03g75960D" "BnaC02g02400D" "BnaC01g01660D"
"502" "BnaC02g03360D" "BnaA09g31190D" "BnaA10g27350D" "BnaC09g03320D"
"503" "BnaC07g04320D" "BnaCnng57250D" "BnaA10g27700D" "BnaC08g44930D"
"504" "BnaC01g24370D" "BnaAnng27540D" "BnaC02g05510D" "BnaC03g01610D"
"505" "BnaC02g02070D" "BnaC02g05890D" "BnaC08g44330D" "BnaC04g22580D"
"506" "BnaA10g27700D" "BnaC03g00310D" "BnaC02g27110D" "BnaC02g02930D"
"507" "BnaC02g06010D" "BnaCnng40390D" "BnaC01g38550D" "BnaC04g44600D"
"508" "BnaC03g00450D" "BnaC03g01610D" "BnaC08g50150D" "BnaCnng40680D"
"509" "BnaA10g27520D" "BnaC05g10260D" "BnaA03g32070D" "BnaCnng05970D"
"510" "BnaC08g43600D" "BnaC03g02360D" "BnaCnng57250D" "BnaC08g14800D"
"511" "BnaC02g00110D" "BnaC04g22580D" "BnaC04g10550D" "BnaA06g23240D"
"512" "BnaA09g00970D" "BnaA06g17100D" "BnaC03g02370D" "BnaC02g05680D"
"513" "BnaCnng33760D" "BnaA09g03870D" "BnaC03g02690D" "BnaA07g25970D"
"514" "BnaA09g01530D" "BnaC09g00160D" "BnaA08g04960D" "BnaC03g71090D"
"515" "BnaC09g50140D" "BnaC01g10400D" "BnaC02g00110D" "BnaC06g27580D"
"516" "BnaCnng51680D" "BnaC03g00010D" "BnaC02g06360D" "BnaCnng02790D"
"517" "BnaC02g20510D" "BnaC03g01030D" "BnaC02g05890D" "BnaC02g04960D"
"518" "BnaC02g01670D" "BnaA09g01560D" "BnaA07g26160D" "BnaA08g08170D"
"519" "BnaC03g71300D" "BnaC08g45270D" "BnaA09g01560D" "BnaC02g34860D"
"520" "BnaA09g00400D" "BnaA10g27260D" "BnaC02g00060D" "BnaC01g01780D"
"521" "BnaC02g28270D" "BnaC01g35840D" "BnaC02g28840D" "BnaA07g08710D"
"522" "BnaC03g71090D" "BnaA01g16010D" "BnaC06g31560D" "BnaC08g44750D"
"523" "BnaC09g03260D" "BnaC03g01840D" "BnaC09g50680D" "BnaC06g11370D"
"524" "BnaC05g06620D" "BnaC07g15140D" "BnaC06g15900D" "BnaC05g48280D"
"525" "BnaC08g43560D" "BnaA01g05300D" "BnaCnng05920D" "BnaAnng27540D"
"526" "BnaC02g26450D" "BnaC09g02210D" "BnaC09g03260D" "BnaC03g71300D"
"527" "BnaC09g50680D" "BnaA09g01140D" "BnaCnng10610D" "BnaC05g25410D"
"528" "BnaCnng22980D" "BnaCnng03840D" "BnaCnng03140D" "BnaC02g42690D"
"529" "BnaCnng41710D" "BnaA07g15390D" "BnaAnng25950D" "BnaA06g06110D"
"530" "BnaC09g21780D" "BnaC07g10170D" "BnaA09g01600D" "BnaC01g35840D"
"531" "BnaC01g23560D" "BnaC02g05800D" "BnaA09g01530D" "BnaCnng15910D"
"532" "BnaC09g28670D" "BnaC08g44460D" "BnaC02g06020D" "BnaC02g02590D"
"533" "BnaA06g02850D" "BnaC08g44930D" "BnaC02g00120D" "BnaC02g03240D"
"534" "BnaC04g44600D" "BnaC09g39300D" "BnaC02g07400D" "BnaC01g36370D"
"535" "BnaC02g05880D" "BnaA01g32720D" "BnaC03g05040D" "BnaAnng25950D"
"536" "BnaC03g05640D" "BnaC01g38620D" "BnaC09g50140D" "BnaC08g44680D"
"537" "BnaC02g05200D" "BnaC02g48340D" "BnaC03g75960D" "BnaC02g28270D"
"538" "BnaC02g06020D" "BnaA02g04220D" "BnaA04g09780D" "BnaC02g39080D"
"539" "BnaCnng02970D" "BnaC09g39520D" "BnaA09g00820D" "BnaC09g50680D"
"540" "BnaAnng04850D" "BnaCnng03870D" "BnaA03g52660D" "BnaC03g71390D"
"541" "BnaC03g04530D" "BnaCnng03140D" "BnaC05g10260D" "BnaC03g00310D"
"542" "BnaC08g45270D" "BnaA04g11980D" "BnaC02g26930D" "BnaC05g48660D"
"543" "BnaCnng10640D" "BnaCnng10370D" "BnaC09g41160D" "BnaA01g22000D"
"544" "BnaA01g32720D" "BnaC08g44690D" "BnaA09g06810D" "BnaA04g09780D"
"545" "BnaC03g71310D" "BnaC01g01600D" "BnaC03g01130D" "BnaC02g07200D"
"546" "BnaA10g23530D" "BnaA04g11290D" "BnaC03g70710D" "BnaC08g44520D"
"547" "BnaC08g43730D" "BnaA10g20810D" "BnaC02g34860D" "BnaAnng18020D"
"548" "BnaC08g44930D" "BnaC02g03360D" "BnaC08g44750D" "BnaC09g00140D"
"549" "BnaC03g01840D" "BnaCnng05920D" "BnaA10g27260D" "BnaC02g02720D"
"550" "BnaAnng36670D" "BnaCnng47240D" "BnaC01g35840D" "BnaA07g14820D"
"551" "BnaC02g06330D" "BnaA09g01530D" "BnaC01g38640D" "BnaC09g03120D"
"552" "BnaA03g25130D" "BnaA03g36010D" "BnaC02g02720D" "BnaC08g44490D"
"553" "BnaC03g30200D" "BnaC08g41460D" "BnaA01g32720D" "BnaA07g26160D"
"554" "BnaC03g00360D" "BnaC03g15140D" "BnaA01g16010D" "BnaC02g00120D"
"555" "BnaC03g43970D" "BnaA06g14090D" "BnaC02g41890D" "BnaC02g28840D"
"556" "BnaC02g47930D" "BnaA03g53680D" "BnaCnng10370D" "BnaAnng05600D"
"557" "BnaA09g49800D" "BnaA10g27700D" "BnaC01g10400D" "BnaC02g02430D"
"558" "BnaA07g34270D" "BnaC02g02990D" "BnaC09g10610D" "BnaC01g10400D"
"559" "BnaC02g41890D" "BnaC09g50580D" "BnaCnng03840D" "BnaC09g02540D"
"560" "BnaAnng24130D" "BnaC08g45780D" "BnaC03g03460D" "BnaA10g19980D"
"561" "BnaC05g48240D" "BnaC09g50140D" "BnaA02g19210D" "BnaC06g15900D"
"562" "BnaCnng10340D" "BnaA09g01600D" "BnaA03g25130D" "BnaC09g50590D"
"563" "BnaC03g00500D" "BnaCnng51680D" "BnaC03g71390D" "BnaCnng02590D"
"564" "BnaC03g00310D" "BnaCnng02940D" "BnaC02g03360D" "BnaA10g27110D"
"565" "BnaC03g64930D" "BnaC02g41890D" "BnaC01g38570D" "BnaA01g32680D"
"566" "BnaA01g32680D" "BnaC01g38460D" "BnaA10g20830D" "BnaA09g01600D"
"567" "BnaC08g44800D" "BnaC09g50660D" "BnaC07g17910D" "BnaC02g01610D"
"568" "BnaC06g37920D" "BnaCnng39840D" "BnaC09g03230D" "BnaC03g00500D"
"569" "BnaCnng10610D" "BnaA06g26750D" "BnaCnng33770D" "BnaC07g10170D"
"570" "BnaCnng38850D" "BnaC02g02440D" "BnaA07g34760D" "BnaC03g43970D"
"571" "BnaCnng69960D" "BnaC03g08220D" "BnaC03g02490D" "BnaC03g71100D"
"572" "BnaC04g11730D" "BnaCnng10290D" "BnaC08g41170D" "BnaAnng18970D"
"573" "BnaC05g24290D" "BnaC08g36460D" "BnaA09g31190D" "BnaCnng03670D"
"574" "BnaC09g00030D" "BnaC03g00450D" "BnaC09g00140D" "BnaC03g04500D"
"575" "BnaC02g02250D" "BnaAnng17980D" "BnaC02g02250D" "BnaC09g50660D"
"576" "BnaC07g22950D" "BnaC02g02250D" "BnaC03g15140D" "BnaC08g07080D"
"577" "BnaCnng05970D" "BnaC08g49560D" "BnaA09g00960D" "BnaA06g28610D"
"578" "BnaC02g41610D" "BnaA04g09780D" "BnaCnng47240D" "BnaC09g16390D"
"579" "BnaAnng07200D" "BnaC06g41920D" "BnaA03g53680D" "BnaC03g00710D"
"580" "BnaCnng03880D" "BnaCnng15910D" "BnaC02g41710D" "BnaCnng03770D"
